Category,Film,Nominee,Winner,Year,Rating_IMDB,Rating_rtaudience,Rating_rtcritic,Oscarstat_totalnoms,Win_GoldenGlobe_bestdirector,Win_BAFTA,Win_DGA,Nom_GoldenGlobe_bestdirector,Nom_BAFTA,Nom_DGA,Oscarstat_previouswins_bestdirector,Oscarstat_previousnominations_bestdirector,Nom_Oscar_bestfilm,Genre_biography,Genre_crime,Genre_comedy,Genre_drama,Genre_horror,Genre_fantasy,Genre_sci-fi,Genre_mystery,Genre_music,Genre_romance,Genre_history,Genre_war,Genre_filmnoir,Genre_western,Genre_thriller,Genre_sport,Genre_family,Genre_action,Genre_adventure
Director,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,0,2002,8.8,95,91,12,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Director,Mulholland Drive,David Lynch,0,2002,8,88,82,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Black Hawk Down,Ridley Scott,0,2002,7.7,88,76,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Director,The Pianist,Roman Polanski,1,2003,8.5,95,96,7,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Director,Talk to Her,Pedro Almodvar,0,2003,8,93,92,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Director,The Hours,Stephen Daldry,0,2003,7.6,84,81,9,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,Chicago,Rob Marshall,0,2003,7.2,83,86,12,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Gangs of New York,Martin Scorsese,0,2003,7.5,81,75,9,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,The Lord of the Rings: The Return of the King,Peter Jackson,1,2004,8.9,86,95,10,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Director,Lost in Translation,Sofia Coppola,0,2004,7.8,86,95,4,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Mystic River,Clint Eastwood,0,2004,8,89,87,6,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Director,City of God,Fernando Meirelles,0,2004,8.7,97,90,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Master and Commander: The Far Side of the World,Peter Weir,0,2004,7.4,80,85,10,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Director,Million Dollar Baby,Clint Eastwood,1,2005,8.1,90,91,7,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Director,Ray,Taylor Hackford,0,2005,7.7,87,81,6,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Director,Vera Drake,Mike Leigh,0,2005,7.7,84,92,3,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Sideways,Alexander Payne,0,2005,7.5,78,96,5,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,The Aviator,Martin Scorsese,0,2005,7.5,79,87,11,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Director,Brokeback Mountain,Ang Lee,1,2006,7.7,82,87,8,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,"Good Night, and Good Luck",George Clooney,0,2006,7.5,83,93,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Crash,Paul Haggis,0,2006,7.8,88,75,5,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Director,Capote,Bennett Miller,0,2006,7.4,81,90,5,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Munich,Steven Spielberg,0,2006,7.6,83,78,5,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Director,The Departed,Martin Scorsese,1,2007,8.5,94,91,5,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Director,Letters from Iwo Jima,Clint Eastwood,0,2007,7.9,86,91,4,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Director,The Queen,Stephen Frears,0,2007,7.3,76,97,6,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,United 93,Paul Greengrass,0,2007,7.6,83,91,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Director,Babel,Alejandro G. Iñárritu,0,2007,7.5,77,69,7,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,No Country for Old Men,Joel Coen,1,2008,8.1,86,93,8,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Director,There Will Be Blood,Paul Thomas Anderson,0,2008,8.1,86,91,8,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Michael Clayton,Tony Gilroy,0,2008,7.3,69,90,7,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Director,Juno,Jason Reitman,0,2008,7.5,88,94,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,The Diving Bell and the Butterfly,Julian Schnabel,0,2008,8,92,94,4,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Slumdog Millionaire,Danny Boyle,1,2009,8,90,92,8,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,The Reader,Stephen Daldry,0,2009,7.6,79,61,5,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,The Curious Case of Benjamin Button,David Fincher,0,2009,7.8,80,72,13,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,Frost/Nixon,Ron Howard,0,2009,7.7,88,92,5,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Milk,Gus Van Sant,0,2009,7.6,89,94,8,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,The Hurt Locker,Kathryn Bigelow,1,2010,7.6,84,98,9,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Director,Avatar,James Cameron,0,2010,7.8,82,83,9,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Director,Precious,Lee Daniels,0,2010,7.3,81,91,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Up in the Air,Jason Reitman,0,2010,7.4,79,91,6,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,Inglourious Basterds,Quentin Tarantino,0,2010,8.3,87,89,8,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Director,The King's Speech,Tom Hooper,1,2011,8,92,95,12,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Black Swan,Darren Aronofsky,0,2011,8,84,87,5,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Director,True Grit,Joel Coen,0,2011,7.4,83,90,11,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Director,The Social Network,David Fincher,0,2011,7.7,86,96,8,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,The Fighter,David O. Russell,0,2011,7.9,89,90,7,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Director,The Artist,Michel Hazanavicius,1,2012,7.9,87,96,10,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,Midnight in Paris,Woody Allen,0,2012,7.7,83,93,4,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,The Tree of Life,Terrence Malick,0,2012,6.8,60,84,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,The Descendants,Alexander Payne,0,2012,7.3,79,89,5,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Hugo,Martin Scorsese,0,2012,7.5,78,94,11,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Director,Life of Pi,Ang Lee,1,2013,7.9,84,87,10,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Director,Amour,Michael Haneke,0,2013,7.9,82,93,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Silver Linings Playbook,David O. Russell,0,2013,7.8,86,92,8,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,Lincoln,Steven Spielberg,0,2013,7.4,80,90,12,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Director,Beasts of the Southern Wild,Benh Zeitlin,0,2013,7.3,76,86,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Director,Gravity,Alfonso Cuarón,1,2014,7.8,80,96,10,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Director,12 Years a Slave,Steve McQueen,0,2014,8.1,90,96,9,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Director,Nebraska,Alexander Payne,0,2014,7.7,83,91,6,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Director,American Hustle,David O. Russell,0,2014,7.3,74,93,10,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,The Wolf of Wall Street,Martin Scorsese,0,2014,8.2,82,77,5,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Birdman or (The Unexpected Virtue of Ignorance),Alejandro G. Iñárritu,1,2015,7.8,77,91,9,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,The Grand Budapest Hotel,Wes Anderson,0,2015,8.1,86,92,9,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Director,Boyhood,Richard Linklater,0,2015,7.9,81,98,6,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Foxcatcher,Bennett Miller,0,2015,7,66,88,5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Director,The Imitation Game,Morten Tyldum,0,2015,8.1,91,90,8,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Director,The Revenant,Alejandro G. Iñárritu,1,2016,8,84,81,12,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Director,Room,Lenny Abrahamson,0,2016,8.2,93,94,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Spotlight,Tom McCarthy,0,2016,8.1,93,96,6,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Director,The Big Short,Adam McKay,0,2016,7.8,88,88,5,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Mad Max: Fury Road,George Miller,0,2016,8.1,86,97,10,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Director,La La Land,Damien Chazelle,1,2017,8.5,85,93,14,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Director,Hacksaw Ridge,Mel Gibson,0,2017,8.3,93,86,6,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Director,Moonlight,Barry Jenkins,0,2017,7.9,86,98,7,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Manchester by the Sea,Kenneth Lonergan,0,2017,8.1,81,96,5,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Arrival,Denis Villeneuve,0,2017,8.1,82,94,8,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Director,Dunkirk,Christopher Nolan,0,2018,8.1,81,92,8,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Director,Get Out,Jordan Peele,0,2018,7.7,87,99,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Director,Lady Bird,Greta Gerwig,0,2018,7.8,81,99,5,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Phantom Thread,Paul Thomas Anderson,0,2018,8.3,61,91,6,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,The Shape of Water,Guillermo del Toro,0,2018,7.8,92,78,13,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Director,Roma,Alfonso Cuarón,1,2019,8,96,83,10,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,The Favourite,Yorgos Lanthimos,0,2019,7.9,93,62,10,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,BlacKkKlansman,Spike Lee,0,2019,7.5,95,82,6,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Vice,Adam McKay,0,2019,7.1,66,55,8,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Cold War,Pawel Pawlikowski,0,2019,7.8,95,87,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Director,Minari,Lee Isaac Chung,0,2021,7.6,88,98,6,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Promising Young Woman,Emerald Fennell,0,2021,7.5,88,91,5,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Director,Mank,David Fincher,0,2021,7,60,83,10,0,0,0,1,0,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Another Round,Thomas Vinterberg,0,2021,7.8,91,92,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Nomadland,Chloé Zhao,1,2021,7.5,82,94,6,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,The Irishman,Martin Scorsese,0,2020,8,86,96,10,0,0,0,1,1,1,1,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Joker,Todd Phillips,0,2020,8.6,88,68,11,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Director,1917,Sam Mendes,0,2020,8.5,88,89,10,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Director,Once Upon a Time in Hollywood,Quentin Tarantino,0,2020,7.7,70,85,10,0,0,0,1,1,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Parasite,Bong Joon-ho,1,2020,8.6,93,99,6,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Belfast,Kenneth Branagh,0,2022,7.3,92,87,7,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Director,Drive My Car,Ryusuke Hamaguchi,0,2022,7.7,80,97,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Licorice Pizza,Paul Thomas Anderson,0,2022,7.5,65,91,3,0,0,0,0,1,1,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,The Power of the Dog,Jane Campion,1,2022,6.9,79,94,12,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Director,West Side Story,Steven Spielberg,0,2022,7.5,94,92,7,0,0,0,1,0,1,1,7,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,Belfast,Kenneth Branagh,0,2022,7.3,92,87,7,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Director,Drive My Car,Ryusuke Hamaguchi,0,2022,7.7,80,97,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director,Licorice Pizza,Paul Thomas Anderson,0,2022,7.5,65,91,3,0,0,0,0,1,1,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Director,The Power of the Dog,Jane Campion,1,2022,6.9,79,94,12,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Director,West Side Story,Steven Spielberg,0,2022,7.5,94,92,7,0,0,0,1,0,1,1,7,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
